"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2022-191708","特願2021-100093","2021/06/16","2022/12/28","二酸化炭素回収装置","株式会社アンレット","B01D53/14,200,B01D53/18,150,C01B32/50,C01D7/07,F24F8/15","(57)【要約】      （修正有）
【課題】簡単な構成で効率的に空気中の微量の二酸化炭<BR>素を回収する二酸化炭素回収装置を提供する。
【解決手段】ルーツブロワ１２を稼働すると、二酸化炭<BR>素回収タンク１１の中の空気が吸込ライン１７を通って<BR>ルーツブロワに吸引され、それに伴い空気が空気導入口<BR>１１ａを通って二酸化炭素回収タンク内へ吸引される。<BR>同時に、ルーツブロワの吐出口から圧力ライン１８を通<BR>って圧縮空気が二流体ノズル１４に供給される。圧縮空<BR>気が二流体ノズルに供給されると、吸上げライン１９を<BR>通ってアルカリ溶液１３ａがアルカリ溶液タンク１３か<BR>ら吸い上げられ、吸い上げられたアルカリ溶液と圧縮空<BR>気が混合されて二流体ノズルから二酸化炭素回収タンク<BR>内に噴霧される。そのため、二酸化炭素回収タンク内で<BR>空気中の二酸化炭素がアルカリ溶液中に溶解し、二酸化<BR>炭素溶解水１１ｃが生成され、空気導入口から二酸化炭<BR>素回収タンク内に吸引された空気から二酸化炭素が回収<BR>される。
【選択図】図１
","特開2022-191708","","特許7334992","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-191708/3867911759274BEAEB5EEDA06A16CD93448B40263BF710F1AA6514477C541886/11/ja"
"特開2022-190667","特願2022-064881","2022/04/11","2022/12/26","二酸化炭素分離用アミン組成物","東ソー株式会社","B01D53/14,210,B01D53/62,B01D53/78","(57)【要約】      （修正有）
【課題】二酸化炭素の吸収速度が高く、吸収性能に優れる二酸化炭素分離用組成物、並び<BR>に二酸化炭素の分離方法を提供する。
【解決手段】下記一般式（１）で示されるジアザビシクロ［２．２．２］オクタン骨格ま<BR>たはジアザビシクロ［３．２．２］ノナン骨格を有するアミン化合物（Ａ）と、無機塩基<BR>性化合物（Ｂ）を含むことを特徴とする、二酸化炭素分離用組成物を用いる。

【選択図】なし
","特開2022-190667","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-190667/46EF2DD3AD3CCE6E8BF714D735E401F970B81B2A27D22DE22819C28886A5CFC9/11/ja"
"特開2022-190550","特願2021-098921","2021/06/14","2022/12/26","二酸化炭素回収装置及び二酸化炭素回収システム","權　龍祥","B01D53/62,F27D17/00,104@G,B01J20/04@C,B01J20/10@C,B01J20/34@H,B01D53/82,B01D53/96,B01D53/14,100","(57)【要約】      （修正有）
【課題】より低温で二酸化炭素の吸収と分離を行う、汎<BR>用性の高い二酸化炭素回収装置の提供。
【解決手段】二酸化炭素吸収材を内蔵するケーシングを<BR>有する吸収ユニットを備え、ケーシングの一側に設けら<BR>れ、吸収材に接続される第１配管と、二酸化炭素回収管<BR>と、第１配管に設けられ吸収材に大気を供給する第１状<BR>態と、吸収材を回収管に接続する第２状態とを切り替え<BR>る切替バルブと、ケーシングの他側に設けられ、第１開<BR>閉バルブを有し吸収材と炉体とを接続する第２配管と、<BR>該配管に設けられる第１開閉バルブと、ケーシング内の<BR>吸収材内を通過し一端が炉体に接続され、他端が外部に<BR>開放される排気配管と、ケーシングにおいて排気配管に<BR>設けられる第２開閉バルブとを備える。二酸化炭素吸収<BR>時は、切替バルブを第１状態、第１開閉バルブを開状態<BR>、第２開閉バルブを閉状態とし、分離時は切替バルブを<BR>第２状態、第１開閉バルブを閉状態、第２開閉バルブを<BR>開状態とする。
【選択図】図１
","特開2022-190550","","","","","審査中","手続補正","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-190550/EAE5BA800ED4CFAA1059E1BB0929F602A75B93433D0D3AF9E17C7F829823BF25/11/ja"
"特開2022-189980","特願2022-175221","2022/11/01","2022/12/22","吸収液再生装置及びこれを備えたＣＯ２回収装置並びに吸収液再生方法","三菱重工エンジニアリング株式会社,三菱重工業株式会社","B01D53/14,220,B01D53/62,B01D53/78,B01D53/96","(57)【要約】
【課題】ＣＯ２吸収剤の系外への持ち出しを効果的に抑<BR>制可能な吸収液再生装置及び吸収液再生方法を提供する<BR>。
【解決手段】吸収液再生装置は、ＣＯ２吸収液を再生す<BR>るための再生塔と、前記再生塔からの放出ガスをＣＯ２<BR>ガスと凝縮水とに分離し、前記凝縮水を前記再生塔に還<BR>流させるように構成された還流水ドラムと、前記還流水<BR>ドラムの気相部内、または、前記気相部から流出した前<BR>記ＣＯ２ガスが流れるＣＯ２流路上に設けられ、前記Ｃ<BR>Ｏ２ガスに含まれるＣＯ２吸収剤を洗浄液により除去す<BR>るように構成された洗浄部と、を備え、前記洗浄液は、<BR>前記還流水ドラムの液相部に貯留された前記凝縮水に比<BR>べて、前記ＣＯ２吸収剤の濃度が低いことを特徴とする<BR>。
【選択図】図１
","特開2022-189980","","特許7361182","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-189980/9FD120FBAE025E1B3568508DF24D672E306B72BE3E914AAF80920231B7C1856F/11/ja"
"特開2022-189815","特願2022-094407","2022/06/10","2022/12/22","ＣＯ２捕捉を伴うハイブリッド発電プラント","ミツビシ　パワー　アメリカズ　インコーポレイテッド","H01M8/04@Z,H01M8/04111,H01M8/00@Z,H01M8/0656,H01M8/0668,H01M8/04007,H01M8/10,101,B01D53/62,B01D53/14,210,F01K23/10@U,F02C7/00@B,F02C6/18@A,H01M8/083,H01M8/086,H01M8/12,101","(57)【要約】
【課題】ＧＴＣＣ発電プラントにおける排出量を削減す<BR>るためのシステムを提供する。
【解決手段】電源設備は、電気と排気ガスとを生成する<BR>ためのエネルギーを生成するために燃料を燃焼する発電<BR>プラントと、汚染物質を除去するために排気ガスを受け<BR>取る排出物捕捉ユニットと、構成要素の反応を介して電<BR>気を生成し、排出物捕捉ユニットを動作させるために副<BR>生成物の熱を提供する燃料電池と、反応プロセスから結<BR>果として生じる燃料電池から受け取った水副生成物から<BR>燃料電池のための構成要素を生成する電解槽とを備える<BR>。排出物捕捉ユニットを用いて発電する方法は、電気入<BR>力を使用して水入力から電解槽を使用して水素ガスと酸<BR>素ガスとを生成し、電解槽の水素ガスおよび酸素ガスか<BR>ら燃料電池を用いて電気と熱と、水入力とを生成し、燃<BR>料電池からの熱を使用して排出物捕捉ユニットを用いて<BR>排気ガスからの排出物を捕捉するように構成されたハイ<BR>ブリッド発電プラントを提供するステップを含む。
【選択図】図１
","特開2022-189815","","特許7292474","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-189815/D1E56D9D05D4A3A33A4F6F226681A4E33292C1345ECE79C3C0498096B1B350A6/11/ja"
"特開2022-189786","特願2022-093581","2022/06/09","2022/12/22","アンモニアの回収方法及びアンモニアの回収装置","国立研究開発法人産業技術総合研究所","C01C1/12@A,B01D53/14,100,B01D53/18,B01D53/58,B01D53/81,B01D53/96,B01J20/02@A,B01J20/34@G,C01C1/02@E,C01C3/11,C01C3/12","(57)【要約】
【課題】排ガス中のアンモニアを、温度や圧力を制御す<BR>る場合よりも簡便、安価、穏和な条件で、固体として回<BR>収する方法及び装置を提供する。
【解決手段】アンモニアが吸着した下記一般式（１）で<BR>表されるＰＢ誘導体に、炭酸水素アンモニア水溶液を接<BR>触させ、アンモニアを脱離した後、二酸化炭素を導入し<BR>て、液中に析出したアンモニウムの炭酸塩を固体として<BR>回収する。
ＡｘＭ［Ｍ’（ＣＮ）６］ｙ・ｚＨ２Ｏ・・・（１）
［式（１）中、ｘは０～３の数であり、ｙは０．１～１<BR>．５の数であり、ｚは０～６の数であり、Ａは水素、ア<BR>ンモニウムカチオン、アルカリ金属イオンなどであり、<BR>Ｍ、Ｍ’は所定の陽イオンである。］
【選択図】図２
","特開2022-189786","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-189786/60E84CC2CBA5B34C36F8E8977E05A7D445973F331487CD4B70CB842E30F61B5D/11/ja"
"特開2022-188322","特願2021-096236","2021/06/09","2022/12/21","二酸化炭素回収装置","トヨタ自動車株式会社,株式会社アイシン,株式会社デンソー,株式会社豊田自動織機,株式会社豊田中央研究所","B01D53/053,B01D53/04,220,B01D53/62,B01D53/82,C01B32/50","(57)【要約】
【課題】二酸化炭素回収装置の大型化を抑えつつ、供給<BR>される二酸化炭素含有ガスの変動に対応する。
【解決手段】二酸化炭素回収装置は、二酸化炭素含有ガ<BR>ス供給部から供給された二酸化炭素含有ガスから二酸化<BR>炭素を回収する二酸化炭素回収部と、二酸化炭素回収部<BR>と並列に二酸化炭素含有ガス供給部に接続されて、二酸<BR>化炭素含有ガス供給部が供給する二酸化炭素含有ガスの<BR>一部から二酸化炭素を回収して貯蔵する二酸化炭素貯蔵<BR>部と、を備え、二酸化炭素貯蔵部は、二酸化炭素を吸着<BR>する吸着材を備える上流タンクと、上流タンクから排出<BR>された二酸化炭素をガスの状態で貯蔵する下流タンクと<BR>、を備える。
【選択図】図３
","特開2022-188322","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-188322/BC12123FA781C2DF871EDA3A96283B1ABD82BC49FBCF5B38AC7CC6AD8ECAC39B/11/ja"
"特開2022-184431","特願2021-092276","2021/06/01","2022/12/13","二酸化炭素からメタノールを製造する方法","東ソー株式会社","C07C29/149,C07C31/04,C07C29/80,B01D53/14,210,C07B61/00,300","(57)【要約】      （修正有）
【課題】二酸化炭素を含む混合気体からアミンを使用して二酸化炭素を吸収させ、メタノ<BR>ールに転換させる方法を提供する。
【解決手段】二酸化炭素からメタノールを製造する製造方法であって、下記の（１）～（<BR>８）の工程を含む。（１）アミンを含む二酸化炭素吸収液に二酸化炭素を吸収させる、（<BR>２）二酸化炭素吸収液とオレフィン化合物を混合し、加熱してカルバミン酸エステルを製<BR>造する、（３）未反応オレフィン化合物を蒸留分離し、リサイクルする、（４）カルバミ<BR>ン酸エステルを、水素、及び金属触媒存在下で反応させ、オレフィン化合物の水和物とメ<BR>タノールとアミンを製造する、（５）反応液を蒸留し、メタノールと残液を製造する、（<BR>６）残液を更に蒸留分離し、アミンをリサイクルする、（７）オレフィン化合物の水和物<BR>を加熱し、オレフィン化合物と水を製造する、（８）オレフィン化合物と水を分離し、分<BR>離したオレフィン化合物をリサイクルする。
【選択図】なし
","特開2022-184431","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-184431/AF46CE1EFD9591F7B5D39FED26D17118E1D8277AFCAB917663FA9A4BC37E0F0A/11/ja"
"特開2022-184167","特願2021-091857","2021/05/31","2022/12/13","ナトリウムフェライト粒子粉末及びその製造方法","戸田工業株式会社","C01G49/00@A,B01D53/62,B01D53/81,B01D53/14,100,C01B32/50","(57)【要約】
【課題】本発明は、二酸化炭素を室温から１００℃までの温度範囲で吸着し、１５０℃以<BR>下の加熱で二酸化炭素を回収でき、且つ成形性や加工性に富んだナトリウムフェライト粒<BR>子粉末、並びに該粒子粉末の製造方法を提供する。
【解決手段】Ｎａ３ＶＯ４及びＮａＮｂＯ３からなる５価金属酸ナトリウムより選ばれた<BR>少なくとも１種類以上の５価金属酸ナトリウムを１重量％～２０重量％含み、Ｎａ／Ｆｅ<BR>のモル比が１．０～１．５であることを特徴とするナトリウムフェライト粒子粉末である<BR>。
【選択図】なし
","特開2022-184167","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-184167/5428B0303E791F1BC4C759111DFD10EEB8891B2EF6652B9070F95A96FC40B21B/11/ja"
"特開2022-184165","特願2021-091855","2021/05/31","2022/12/13","ナトリウムフェライト粒子粉末及びその製造方法","戸田工業株式会社","C01G49/00@A,B01J20/04@C,B01J20/06@C,B01D53/62,B01D53/81,B01J20/30,C01B32/50,C01G49/00@D,C01G49/00@E","(57)【要約】
【課題】本発明は、二酸化炭素を室温から１００℃までの温度範囲で吸着し、１５０℃以<BR>下の加熱で二酸化炭素を回収でき、且つ成形性や加工性に富んだナトリウムフェライト粒<BR>子粉末、並びに該粒子粉末の製造方法を提供する。
【解決手段】ＮａＣｏＯ２、ＮａＮｉＯ２、ＮａＭｎＯ２、ＮａＣｒＯ２、ＮａＣｕＯ２<BR>、ＮａＡｌＯ２、ＮａＧａＯ２、ＮａＩｎＯ２、ＮａＳｃＯ２、ＮａＹＯ２、ＮａＣｅＯ<BR>２及びＮａＲｈＯ２からなる３価金属酸ナトリウムより選ばれた少なくとも１種類以上の<BR>３価金属酸ナトリウムを１重量％～２０重量％含有し、Ｎａ／Ｆｅのモル比が１．０～１<BR>．５であることを特徴とするナトリウムフェライト粒子粉末である。
【選択図】なし
","特開2022-184165","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-184165/64592E9F1AFB7AEAD7649D2FECAC3DD15235CB6D513039B001F7A8FDB2A32EF9/11/ja"
